,vessel,datet,lat,lon,depth,depth_range,hours,mean_temp,std_temp
428,Vessel_35,2019-11-27 13:39:00,42.1794,-70.1392,48.0,2.0,0.467,9.41,0.02
429,Vessel_35,2019-11-27 14:26:00,42.1821,-70.1371,48.0,7.0,0.5,9.43,0.03
430,Vessel_35,2019-11-27 15:14:00,42.1764,-70.1516,47.0,2.0,0.55,9.44,0.03
431,Vessel_35,2019-12-01 10:51:00,42.1748,-70.1543,46.0,3.0,0.45,9.0,0.04
432,Vessel_35,2019-12-01 11:32:00,42.1787,-70.1427,46.0,3.0,0.467,8.94,0.07
433,Vessel_35,2019-12-01 12:19:00,42.1754,-70.1512,46.0,2.0,0.5,8.94,0.03
434,Vessel_35,2019-12-01 13:02:00,42.178000000000004,-70.1422,46.0,3.0,0.4,8.93,0.05
435,Vessel_35,2019-12-01 13:47:00,42.1735,-70.1552,46.0,7.0,0.45,8.94,0.01
436,Vessel_35,2019-12-01 14:31:00,42.1767,-70.1442,47.0,2.0,0.467,8.94,0.05
437,Vessel_35,2019-12-01 15:16:00,42.1728,-70.1565,47.0,5.0,0.41700000000000004,8.96,0.02
438,Vessel_35,2019-12-01 16:04:00,42.1765,-70.1441,48.0,2.0,0.517,8.98,0.07
439,Vessel_35,2019-12-01 16:51:00,42.1729,-70.1575,47.0,2.0,0.4,8.99,0.05
440,Vessel_35,2019-12-01 21:23:00,42.1128,-70.2226,47.0,5.0,4.2669999999999995,9.18,0.19
441,Vessel_35,2019-12-16 19:17:00,42.1769,-70.1543,45.0,3.0,0.5,7.84,0.04
442,Vessel_35,2019-12-16 19:59:00,42.1796,-70.1467,45.0,4.0,0.45,7.82,0.05
443,Vessel_35,2019-12-16 20:49:00,42.1775,-70.1527,45.0,3.0,0.55,7.8,0.04
444,Vessel_35,2019-12-16 21:28:00,42.1794,-70.1469,45.0,4.0,0.41700000000000004,7.75,0.03
445,Vessel_35,2019-12-16 22:19:00,42.1769,-70.152,45.0,2.0,0.583,7.72,0.04
446,Vessel_35,2019-12-16 22:58:00,42.178999999999995,-70.1476,44.0,4.0,0.4,7.66,0.04
447,Vessel_35,2019-12-16 23:44:00,42.1772,-70.1528,43.0,2.0,0.517,7.63,0.03
448,Vessel_35,2019-12-17 00:25:00,42.1801,-70.1447,43.0,5.0,0.433,7.56,0.03
449,Vessel_35,2019-12-17 01:11:00,42.1775,-70.1524,42.0,3.0,0.5,7.55,0.02
450,Vessel_35,2019-12-17 01:57:00,42.178999999999995,-70.148,43.0,5.0,0.483,7.53,0.05
451,Vessel_35,2019-12-17 02:39:00,42.1766,-70.1553,42.0,4.0,0.45,7.57,0.06
452,Vessel_35,2019-12-17 03:26:00,42.1819,-70.1403,43.0,4.0,0.5329999999999999,7.59,0.08
453,Vessel_35,2019-12-17 04:06:00,42.1763,-70.1567,43.0,2.0,0.41700000000000004,7.63,0.01
454,Vessel_35,2019-12-17 04:51:00,42.1772,-70.1487,45.0,6.0,0.5,7.66,0.05
455,Vessel_35,2019-12-17 05:30:00,42.1763,-70.1565,43.0,3.0,0.38299999999999995,7.7,0.03
456,Vessel_35,2019-12-17 06:17:00,42.1782,-70.1484,45.0,4.0,0.517,7.79,0.14
457,Vessel_35,2019-12-17 06:58:00,42.1764,-70.1564,44.0,4.0,0.433,7.87,0.12
458,Vessel_35,2019-12-17 07:42:00,42.1798,-70.1471,45.0,4.0,0.467,7.89,0.14
459,Vessel_35,2019-12-17 11:22:00,42.1847,-70.1294,48.0,7.0,3.367,7.98,0.15
460,Vessel_35,2019-12-17 12:01:00,42.1807,-70.1443,44.0,5.0,0.38299999999999995,7.65,0.04
461,Vessel_35,2019-12-17 12:49:00,42.1766,-70.1569,42.0,3.0,0.517,7.61,0.05
462,Vessel_35,2019-12-17 13:34:00,42.181000000000004,-70.1447,43.0,5.0,0.483,7.58,0.05
463,Vessel_35,2019-12-17 14:15:00,42.1759,-70.1606,42.0,2.0,0.41700000000000004,7.58,0.03
464,Vessel_35,2019-12-17 15:02:00,42.1871,-70.13,46.0,7.0,0.217,7.68,0.02
465,Vessel_35,2019-12-17 15:50:00,42.1856,-70.1354,43.0,1.0,0.067,7.66,0.01
466,Vessel_35,2019-12-21 14:19:00,42.1765,-70.1567,44.0,2.0,0.5,7.66,0.04
467,Vessel_35,2019-12-21 15:00:00,42.181000000000004,-70.1433,44.0,4.0,0.433,7.62,0.02
468,Vessel_35,2019-12-21 15:45:00,42.1777,-70.1534,43.0,2.0,0.5329999999999999,7.62,0.02
469,Vessel_35,2019-12-21 16:24:00,42.1807,-70.1477,43.0,4.0,0.4,7.59,0.01
470,Vessel_35,2019-12-21 17:07:00,42.1776,-70.1557,42.0,3.0,0.483,7.6,0.01
471,Vessel_35,2019-12-21 17:49:00,42.1812,-70.145,43.0,5.0,0.433,7.6,0.03
472,Vessel_35,2019-12-21 18:33:00,42.1777,-70.1556,42.0,3.0,0.483,7.6,0.01
473,Vessel_35,2019-12-21 19:17:00,42.181000000000004,-70.1465,42.0,4.0,0.45,7.6,0.03
474,Vessel_35,2019-12-21 19:58:00,42.1768,-70.1621,41.0,3.0,0.45,7.61,0.01
475,Vessel_35,2019-12-21 20:44:00,42.1807,-70.1464,43.0,6.0,0.5,7.61,0.03
476,Vessel_35,2019-12-21 21:26:00,42.176,-70.1607,43.0,3.0,0.41700000000000004,7.63,0.01
477,Vessel_35,2019-12-21 22:11:00,42.1809,-70.1473,44.0,5.0,0.5,7.63,0.03
478,Vessel_35,2019-12-21 22:49:00,42.1781,-70.1554,44.0,4.0,0.433,7.66,0.02
479,Vessel_35,2019-12-21 23:31:00,42.1805,-70.1487,45.0,5.0,0.45,7.67,0.04
480,Vessel_35,2019-12-22 00:14:00,42.1747,-70.1649,44.0,2.0,0.467,7.69,0.03
481,Vessel_35,2019-12-22 00:55:00,42.1801,-70.1483,45.0,5.0,0.433,7.68,0.04
482,Vessel_35,2019-12-22 01:39:00,42.1775,-70.1553,44.0,2.0,0.483,7.68,0.03
483,Vessel_35,2019-12-22 02:21:00,42.1801,-70.1474,45.0,5.0,0.45,7.64,0.04
484,Vessel_35,2019-12-22 03:09:00,42.1787,-70.1531,43.0,4.0,0.5670000000000001,7.64,0.02
485,Vessel_35,2019-12-22 03:51:00,42.181000000000004,-70.1461,44.0,5.0,0.433,7.6,0.06
486,Vessel_35,2019-12-22 04:40:00,42.1786,-70.1522,42.0,4.0,0.5329999999999999,7.55,0.07
487,Vessel_35,2019-12-30 00:50:00,42.1741,-70.156,45.0,6.0,0.5,6.89,0.11
488,Vessel_35,2019-12-30 01:32:00,42.178000000000004,-70.142,46.0,3.0,0.45,6.9,0.12
489,Vessel_35,2019-12-30 02:16:00,42.1755,-70.1583,43.0,3.0,0.483,6.96,0.08
490,Vessel_35,2019-12-30 03:01:00,42.1813,-70.1468,43.0,6.0,0.5,6.99,0.13
491,Vessel_35,2019-12-30 03:40:00,42.1776,-70.1573,42.0,2.0,0.41700000000000004,7.1,0.08
492,Vessel_35,2019-12-30 04:28:00,42.1804,-70.1485,44.0,6.0,0.517,7.17,0.13
493,Vessel_35,2019-12-30 05:09:00,42.177,-70.1579,43.0,3.0,0.433,7.28,0.07
494,Vessel_35,2019-12-30 05:54:00,42.1816,-70.1468,44.0,6.0,0.483,7.35,0.11
495,Vessel_35,2019-12-30 06:33:00,42.1768,-70.1595,44.0,1.0,0.41700000000000004,7.42,0.06
496,Vessel_35,2019-12-30 07:14:00,42.1821,-70.1452,44.0,5.0,0.433,7.44,0.08
497,Vessel_35,2019-12-30 07:53:00,42.1781,-70.1562,43.0,4.0,0.433,7.45,0.07
498,Vessel_35,2019-12-30 08:33:00,42.1812,-70.1483,44.0,5.0,0.41700000000000004,7.42,0.07
499,Vessel_35,2019-12-30 09:15:00,42.1781,-70.1553,43.0,2.0,0.467,7.4,0.09
500,Vessel_35,2019-12-30 09:56:00,42.1815,-70.1473,44.0,5.0,0.433,7.34,0.09
501,Vessel_35,2019-12-30 10:40:00,42.1781,-70.1534,43.0,2.0,0.5,7.3,0.12
502,Vessel_35,2020-01-02 16:47:00,42.2879,-70.3246,53.0,3.0,0.6,6.93,0.01
503,Vessel_35,2020-01-02 17:38:00,42.2799,-70.3241,53.0,2.0,0.55,6.92,0.01
504,Vessel_35,2020-01-02 18:26:00,42.2873,-70.3247,53.0,4.0,0.5329999999999999,6.9,0.01
505,Vessel_35,2020-01-02 19:15:00,42.2814,-70.324,54.0,2.0,0.5670000000000001,6.88,0.01
506,Vessel_35,2020-01-02 20:10:00,42.2916,-70.3255,54.0,4.0,0.517,6.85,0.01
507,Vessel_35,2020-01-02 21:01:00,42.2791,-70.3245,54.0,1.0,0.6,6.84,0.01
508,Vessel_35,2020-01-02 21:44:00,42.2872,-70.3243,54.0,6.0,0.5,6.83,0.01
509,Vessel_35,2020-01-02 22:36:00,42.2789,-70.3239,54.0,3.0,0.55,6.83,0.01
510,Vessel_35,2020-01-02 23:21:00,42.2901,-70.3245,53.0,4.0,0.467,6.83,0.01
511,Vessel_35,2020-01-03 00:11:00,42.2687,-70.3245,53.0,2.0,0.5670000000000001,6.85,0.01
512,Vessel_35,2020-01-04 18:00:00,41.956,-69.8686,64.0,3.0,0.483,7.45,0.07
513,Vessel_35,2020-01-04 18:41:00,41.9604,-69.8764,61.0,5.0,0.433,7.26,0.05
514,Vessel_35,2020-01-04 19:51:00,42.0439,-69.9365,72.0,3.0,0.433,7.8,0.02
515,Vessel_35,2020-01-04 21:44:00,42.1882,-70.0482,108.0,15.0,0.55,8.08,0.03
516,Vessel_35,2020-01-04 22:34:00,42.1647,-70.0237,115.0,10.0,0.517,8.1,0.01
517,Vessel_35,2020-01-04 23:28:00,42.1697,-70.0669,76.0,7.0,0.483,7.79,0.02
518,Vessel_35,2020-01-05 00:25:00,42.1744,-70.1542,47.0,4.0,0.45,7.15,0.05
519,Vessel_35,2020-01-05 01:00:00,42.1893,-70.1862,40.0,4.0,0.317,7.0,0.01
520,Vessel_35,2020-01-05 01:36:00,42.1812,-70.1925,39.0,2.0,0.35,6.97,0.01
521,Vessel_35,2020-01-05 02:05:00,42.1842,-70.1978,38.0,4.0,0.25,6.88,0.01
522,Vessel_35,2020-01-05 02:46:00,42.2146,-70.1884,40.0,3.0,0.433,6.93,0.02
523,Vessel_35,2020-01-05 03:38:00,42.208,-70.1524,44.0,6.0,0.517,6.97,0.01
524,Vessel_35,2020-01-05 04:18:00,42.2026,-70.1714,40.0,3.0,0.467,6.92,0.07
525,Vessel_35,2020-01-05 05:02:00,42.1882,-70.1718,40.0,4.0,0.483,6.78,0.02
526,Vessel_36,2019-08-22 12:58:00,42.0882,-70.4664,51.0,8.0,2.867,6.83,0.11
527,Vessel_36,2019-08-28 13:10:00,42.1169,-70.4383,51.0,8.0,2.483,7.08,0.27
528,Vessel_36,2019-09-02 13:35:00,41.815,-70.2977,22.0,2.0,1.3330000000000002,10.11,0.08
529,Vessel_36,2019-09-02 15:38:00,41.8158,-70.2844,23.0,2.0,1.433,10.08,0.17
530,Vessel_36,2019-09-08 12:09:00,41.8188,-70.2821,24.0,2.0,1.367,12.4,0.59
531,Vessel_36,2019-09-08 14:09:00,41.8181,-70.3008,25.0,1.0,1.5,12.9,0.54
532,Vessel_36,2019-09-08 16:13:00,41.8247,-70.2954,25.0,2.0,1.433,13.29,0.47
533,Vessel_36,2019-09-10 00:09:00,41.7714,-70.5036,25.0,4.0,7.332999999999999,14.03,0.46
534,Vessel_36,2019-09-11 13:51:00,41.8511,-70.3058,28.0,1.0,1.367,10.6,0.27
535,Vessel_36,2019-09-11 15:52:00,41.823,-70.2827,25.0,1.0,1.2670000000000001,12.86,0.28
536,Vessel_36,2019-09-11 17:53:00,41.8144,-70.2918,24.0,2.0,1.367,13.95,0.13
537,Vessel_36,2019-10-14 13:41:00,41.8367,-70.4523,25.0,2.0,0.65,13.74,0.02
538,Vessel_36,2019-10-14 16:20:00,41.8433,-70.4538,27.0,2.0,0.467,13.74,0.02
539,Vessel_36,2019-10-14 17:18:00,41.8356,-70.4517,27.0,1.0,0.467,13.74,0.02
540,Vessel_36,2019-10-15 13:18:00,41.8134,-70.2952,23.0,2.0,1.367,13.99,0.19
541,Vessel_36,2019-10-16 12:12:00,41.8099,-70.2962,22.0,2.0,1.4169999999999998,13.86,0.2
542,Vessel_36,2019-10-20 12:14:00,41.8216,-70.2835,24.0,3.0,1.7169999999999999,13.46,0.05
543,Vessel_36,2019-10-20 14:28:00,41.8138,-70.2903,22.0,2.0,1.75,13.52,0.04
544,Vessel_36,2019-10-20 15:37:00,41.7966,-70.3196,21.0,2.0,0.633,13.56,0.02
545,Vessel_36,2019-11-04 21:04:00,41.7715,-70.5035,25.0,4.0,339.717,13.16,0.16
546,Vessel_36,2019-11-05 13:45:00,41.8279,-70.2877,23.0,4.0,2.083,12.89,0.02
547,Vessel_36,2019-11-07 18:49:00,41.7547,-70.3922,15.0,1.0,0.267,12.66,0.03
548,Vessel_36,2019-11-11 10:43:00,41.7604,-70.391,11.0,1.0,0.11699999999999999,11.45,0.03
549,Vessel_36,2019-11-11 14:43:00,41.7489,-70.4057,10.0,1.0,0.067,11.32,0.01
550,Vessel_5,2019-04-02 17:55:39,42.6953,-70.3383,86.0,10.0,0.25,4.34,0.05
551,Vessel_5,2019-04-11 15:33:25,42.6182,-70.4768,95.0,13.0,1.0,4.05,0.03
552,Vessel_5,2019-04-17 11:34:53,42.8237,-70.3562,74.0,1.0,0.025,4.01,0.0
553,Vessel_5,2019-04-25 10:43:20,42.762,-70.2512,107.0,13.0,0.25,4.76,0.05
554,Vessel_5,2019-04-29 09:51:42,42.8422,-70.3865,69.0,4.0,0.075,4.2,0.0
555,Vessel_5,2019-05-03 11:50:50,42.4316,-70.4356,64.0,6.0,0.6,4.23,0.02
556,Vessel_5,2019-05-03 15:41:31,42.4687,-70.4625,97.0,4.0,0.275,4.44,0.06
557,Vessel_5,2019-05-04 16:39:31,42.44,-70.4466,81.0,12.0,0.075,4.3,0.0
558,Vessel_5,2019-05-08 10:29:43,42.4769,-70.4566,121.0,18.0,0.45,4.58,0.08
559,Vessel_5,2019-05-11 16:29:36,42.4527,-70.4402,99.0,16.0,3.425,4.48,0.02
560,Vessel_5,2019-05-17 15:48:41,42.4863,-70.3796,130.0,20.0,1.2,4.54,0.03
561,Vessel_5,2019-06-01 13:01:54,42.7845,-70.6452,71.0,11.0,3.45,4.76,0.05
562,Vessel_5,2019-06-01 16:30:17,42.7871,-70.6497,70.0,10.0,2.95,4.83,0.08
563,Vessel_5,2019-06-03 09:11:22,42.7778,-70.6524,66.0,7.0,3.525,5.14,0.06
564,Vessel_5,2019-06-03 16:07:48,42.7784,-70.6487,70.0,11.0,2.1,5.05,0.13
565,Vessel_5,2019-06-05 16:31:38,42.8066,-70.6543,71.0,11.0,2.725,4.99,0.1
566,Vessel_5,2019-06-07 07:45:03,42.7862,-70.5598,97.0,15.0,1.525,4.53,0.02
567,Vessel_5,2019-06-07 12:34:49,42.7811,-70.5728,93.0,7.0,2.3,4.51,0.02
568,Vessel_5,2019-06-12 09:35:20,42.8182,-70.6635,68.0,11.0,3.6,5.05,0.09
569,Vessel_5,2019-06-15 17:12:03,42.8116,-70.6529,72.0,12.0,3.775,5.2,0.03
570,Vessel_5,2019-06-17 13:34:15,42.8051,-70.6578,67.0,11.0,3.125,5.32,0.03
571,Vessel_5,2019-06-17 16:32:49,42.818999999999996,-70.6462,75.0,12.0,2.35,5.24,0.05
572,Vessel_5,2019-06-18 08:00:41,42.8449,-70.539,104.0,15.0,1.475,4.62,0.04
573,Vessel_5,2019-06-18 12:23:54,42.8187,-70.55199999999999,108.0,16.0,2.075,4.58,0.03
574,Vessel_5,2019-07-03 08:38:25,42.7501,-70.3674,72.0,6.0,0.1,5.34,0.11
575,Vessel_5,2019-07-03 10:10:23,42.7663,-70.2706,64.0,10.0,0.825,6.16,0.08
576,Vessel_5,2019-07-06 15:19:26,42.8206,-70.3575,111.0,13.0,1.15,4.78,0.08
577,Vessel_5,2019-07-08 09:52:19,42.7601,-70.2748,78.0,5.0,0.05,6.04,0.0
578,Vessel_5,2019-07-08 11:30:57,42.7635,-70.282,58.0,5.0,1.125,6.12,0.03
579,Vessel_5,2019-07-11 11:21:31,42.7579,-70.2893,60.0,5.0,0.525,6.33,0.04
580,Vessel_5,2019-07-15 14:36:23,42.6735,-70.2946,142.0,20.0,2.575,5.83,0.02
581,Vessel_5,2019-07-16 09:51:14,42.8527,-70.3908,80.0,0.0,0.025,5.35,0.0
582,Vessel_5,2019-07-16 11:49:48,42.8809,-70.419,143.0,17.0,1.25,4.92,0.03
583,Vessel_5,2019-07-17 10:26:46,42.8758,-70.3965,145.0,23.0,2.525,4.95,0.02
584,Vessel_5,2019-07-19 09:27:15,42.8413,-70.3853,95.0,7.0,0.025,5.73,0.0
585,Vessel_5,2019-07-19 15:12:56,42.8193,-70.3558,118.0,19.0,0.375,5.14,0.33
586,Vessel_5,2019-07-22 10:14:31,42.7608,-70.2735,68.0,9.0,0.35,6.49,0.04
587,Vessel_5,2019-07-24 10:11:15,42.7282,-70.289,74.0,10.0,0.25,6.39,0.01
588,Vessel_5,2019-07-24 11:59:30,42.7831,-70.3352,57.0,5.0,0.825,6.13,0.18
589,Vessel_5,2019-07-24 13:59:57,42.8633,-70.4033,92.0,3.0,0.15,5.43,0.05
590,Vessel_5,2019-07-25 10:18:18,42.7602,-70.282,59.0,9.0,2.25,6.5,0.11
591,Vessel_5,2019-07-29 10:11:58,42.8264,-70.6229,80.0,8.0,0.55,5.83,0.06
592,Vessel_5,2019-07-29 13:59:26,42.7918,-70.6114,85.0,14.0,2.3,5.67,0.13
593,Vessel_5,2019-07-30 09:26:28,42.7604,-70.2818,60.0,10.0,1.7,6.86,0.07
594,Vessel_5,2019-07-30 10:26:23,42.7683,-70.281,57.0,6.0,0.55,6.89,0.08
595,Vessel_5,2019-07-30 14:49:40,42.8782,-70.4427,116.0,18.0,0.95,5.59,0.06
596,Vessel_5,2019-08-06 10:04:55,42.7708,-70.3703,72.0,6.0,2.625,6.23,0.11
597,Vessel_5,2019-08-07 09:06:58,42.7487,-70.3683,75.0,7.0,0.075,5.93,0.09
598,Vessel_5,2019-08-11 09:26:41,42.7618,-70.2801,57.0,9.0,1.55,7.15,0.06
599,Vessel_5,2019-09-01 10:02:48,42.762,-70.2802,58.0,9.0,1.775,8.14,0.06
600,Vessel_5,2019-09-01 15:04:49,42.8183,-70.3503,113.0,8.0,0.425,5.73,0.1
601,Vessel_5,2019-09-03 10:27:12,42.7609,-70.2825,59.0,6.0,2.0,7.91,0.1
602,Vessel_5,2019-09-03 13:19:31,42.7984,-70.3424,58.0,9.0,1.775,6.48,0.39
603,Vessel_5,2019-09-03 15:28:42,42.8175,-70.352,110.0,14.0,1.0,5.79,0.07
604,Vessel_5,2019-09-04 13:45:43,42.8535,-70.3898,79.0,10.0,0.025,6.62,0.0
605,Vessel_5,2019-09-05 09:56:37,42.7612,-70.28,60.0,10.0,1.925,7.73,0.11
606,Vessel_5,2019-09-05 12:57:17,42.8104,-70.355,61.0,10.0,1.9,7.48,0.47
607,Vessel_5,2019-09-05 15:10:25,42.8265,-70.3657,121.0,12.0,0.225,5.89,0.07
608,Vessel_5,2019-09-09 09:31:23,42.7591,-70.2827,60.0,10.0,1.75,7.8,0.17
609,Vessel_5,2019-09-09 12:42:39,42.852,-70.3902,78.0,5.0,0.075,7.79,0.04
610,Vessel_5,2019-09-09 15:16:39,42.8291,-70.3709,125.0,20.0,0.425,5.91,0.05
611,Vessel_5,2019-09-10 11:19:30,42.8359,-70.3814,126.0,20.0,3.575,5.89,0.03
612,Vessel_5,2019-09-10 15:05:24,42.7997,-70.3318,128.0,20.0,0.525,5.89,0.04
613,Vessel_5,2019-09-27 10:33:01,42.7628,-70.2719,72.0,11.0,0.725,8.03,0.18
614,Vessel_5,2019-09-27 13:48:34,42.7097,-70.3187,73.0,12.0,1.875,8.07,0.13
615,Vessel_5,2019-10-01 11:07:54,42.7995,-70.3801,78.0,7.0,3.225,6.74,0.2
616,Vessel_5,2019-10-05 19:29:03,42.854,-70.3895,81.0,3.0,0.025,6.73,0.0
617,Vessel_5,2019-10-14 09:47:08,42.7638,-70.2704,69.0,7.0,0.225,8.05,0.0
618,Vessel_5,2019-10-21 09:46:45,42.7634,-70.2693,76.0,4.0,0.125,9.11,0.02
619,Vessel_5,2019-10-24 13:52:26,42.8458,-70.3892,99.0,0.0,0.075,7.41,0.0
620,Vessel_5,2019-10-25 15:20:49,42.8337,-70.3735,75.0,1.0,0.025,8.78,0.0
621,Vessel_5,2019-12-17 11:51:00,42.7635,-70.2699,72.0,9.0,0.05,8.48,0.0
622,Vessel_5,2020-01-03 13:37:00,42.7595,-70.2897,76.0,9.0,0.1,7.77,0.01
623,Vessel_8,2018-11-12 13:51:30,42.2901,-70.3135,40.0,6.0,0.8,10.47,0.04
624,Vessel_8,2019-06-12 18:17:00,41.3808,-70.1429,13.0,1.0,0.4,16.03,0.11
625,Vessel_8,2019-06-13 10:42:30,41.4934,-70.2346,16.0,3.0,1.025,16.86,0.06
626,Vessel_8,2019-06-20 08:10:00,41.6506,-70.27600000000001,14.0,2.0,3.025,17.23,0.71
627,Vessel_8,2019-07-01 14:22:30,41.5025,-70.1962,18.0,2.0,0.1,19.93,0.01
628,Vessel_8,2019-07-01 15:27:30,41.4891,-70.217,15.0,1.0,0.55,20.04,0.11
629,Vessel_8,2019-07-03 15:47:30,41.5016,-70.1984,17.0,3.0,0.075,20.14,0.02
630,Vessel_8,2019-07-08 13:31:30,41.4998,-70.1826,18.0,1.0,0.05,19.3,0.03
631,Vessel_8,2019-07-10 11:28:00,41.4948,-70.1953,17.0,2.0,0.275,21.56,0.07
632,Vessel_8,2019-07-10 15:13:30,41.5749,-70.1651,16.0,1.0,0.05,19.16,0.02
633,Vessel_8,2019-07-15 15:21:31,41.5141,-70.1504,13.0,2.0,1.475,22.03,0.31
634,Vessel_8,2019-07-22 11:10:30,41.5681,-70.1574,15.0,2.0,0.2,20.12,0.03
635,Vessel_8,2019-07-23 11:08:00,41.5697,-70.118,13.0,1.0,0.975,20.39,0.32
636,Vessel_8,2019-07-23 15:06:30,41.5823,-70.1231,16.0,1.0,0.125,19.94,0.05
637,Vessel_8,2019-07-31 12:30:30,41.4087,-70.2415,24.0,1.0,0.2,23.11,0.04
638,Vessel_8,2019-08-01 13:28:30,41.4117,-70.2289,23.0,2.0,0.15,23.25,0.03
639,Vessel_8,2019-10-15 12:51:00,42.2961,-70.572,61.0,10.0,1.525,10.81,1.35
640,Vessel_8,2019-11-04 16:30:00,42.3646,-70.3633,57.0,7.0,0.05,10.69,0.12
641,Vessel_8,2019-11-11 14:32:30,42.2424,-70.3198,48.0,5.0,0.25,11.1,0.05
642,Vessel_8,2019-12-21 15:37:30,42.4299,-70.3848,57.0,9.0,1.775,7.86,0.06
